2032|15|2017-10-19|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen für in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - Übergang der Steuerschuld auf den Leistungsempfänger gem. §13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2017-10-27|14|9958.35
2033|14|2017-10-20|Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen für in Rechnung.|Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.  Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.|NULL|1|1|1|2017-10-25|14|938.32
2034|26|2017-10-26|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>14 Tage 3%, 30 Tage 2%, 45 Tage ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-24|14|4295.90
2035|3|2017-10-26|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-11|14|1842.33
2037|34|2017-10-26|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-09|14|297.65
2038|42|2017-10-26|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-09|14|1983.28
2040|32|2017-10-26|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-08|14|395.67
2041|2|2017-10-26|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - Übergang der Steuerschuld auf den Leistungsempfänger gem. §13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2017-11-10|14|2551.15
2042|46|2017-10-26|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-09|14|2879.43
2043|30|2017-11-03|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|0|2017-10-27|14|718.46
2044|41|2017-11-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-09|14|2149.14
2047|2|2017-11-09|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - Übergang der Steuerschuld auf den Leistungsempfänger gem. §13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2017-11-20|14|1836.40
2048|23|2017-11-09|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-24|14|457.97
2049|42|2017-11-09|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-27|14|893.96
2051|49|2017-11-09|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-28|14|2871.47
2055|42|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-15|14|2681.87
2056|51|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-06|14|357.00
2057|46|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-02|14|2465.31
2059|32|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-07|14|531.34
2066|3|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-20|14|2698.68
2067|6|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-12|14|1688.10
2068|26|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>14 Tage 3%, 30 Tage 2%, 45 Tage ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-08|14|6445.55
2069|41|2017-11-24|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-14|14|2155.39
2070|30|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-30|14|805.93
2071|23|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-08|14|639.03
2072|49|2017-11-24|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-11-28|14|1774.88
2073|46|2017-12-03|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-15|14|4024.73
2074|34|2017-12-03|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-15|14|452.94
2075|6|2017-12-03|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-29|14|3844.83
2077|2|2017-12-08|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - &Uuml;bergang der Steuerschuld auf den Leistungsempf&auml;nger gem. &sect;13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2017-12-27|14|2265.50
2078|15|2017-12-08|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - &Uuml;bergang der Steuerschuld auf den Leistungsempf&auml;nger gem. &sect;13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2017-12-18|14|985.00
2079|31|2017-12-08|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-29|14|2125.37
2080|41|2017-12-08|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-14|14|2299.08
2081|49|2017-12-20|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen für in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-02|14|4900.72
2082|6|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-15|14|3051.37
2083|23|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-10|14|1139.60
2084|3|2017-12-20|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-18|14|6421.00
2085|41|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-11|14|1449.42
2086|34|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-03|14|569.41
2087|46|2017-12-20|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-04|14|3086.49
2088|30|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-11|14|399.84
2089|25|2017-12-20|Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen für in Rechnung.|Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.|NULL|0|0|1|NULL|14|134.59
2090|31|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-29|14|1243.25
2091|11|2017-12-20|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-10|14|74.55
2092|3|2017-12-22|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2017-12-11|14|7138.10
2093|6|2017-12-27|<p>Sponsored : Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|1|0|NULL|14|223.66
2094|26|2017-12-28|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>14 Tage 3%, 30 Tage 2%, 45 Tage ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-12|14|7276.46
2095|42|2017-12-28|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-05|14|1527.42
2097|49|2017-12-28|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|146.97
2098|15|2017-12-28|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - &Uuml;bergang der Steuerschuld auf den Leistungsempf&auml;nger gem. &sect;13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2018-01-12|14|1014.55
2099|11|2018-01-10|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-08|14|362.12
2100|31|2018-01-12|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|219.05
2101|3|2018-01-13|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-21|14|5380.94
2102|41|2018-01-13|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-09|14|2205.37
2103|6|2018-01-13|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-13|14|543.18
2104|46|2018-01-13|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-26|14|1112.95
